customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
2096,60,Other,Jeans,Footwear,118,Houston,XL,Black,Autumn,1.9,Yes,Same-Day,Yes,Yes,11,Credit Card,Daily
2097,17,Male,Jeans,Electronics,452,Houston,XXL,Black,Winter,1.1,Yes,Same-Day,Yes,No,8,PayPal,Monthly
2098,43,Male,Sunglasses,Fashion,107,Miami,M,Yellow,Autumn,3.2,Yes,Standard,Yes,No,5,PayPal,Monthly
2099,57,Male,Shoes,Fashion,253,Houston,XXL,Black,Autumn,2.0,Yes,Same-Day,Yes,Yes,19,UPI,Weekly
2100,42,Male,Sunglasses,Accessories,17,New York,XL,Black,Spring,1.8,Yes,Same-Day,Yes,Yes,1,Cash,Weekly
2101,28,Other,Jeans,Fashion,35,Miami,L,White,Summer,3.3,No,Same-Day,Yes,No,12,PayPal,Monthly
2102,43,Other,Jeans,Footwear,322,Seattle,XL,Black,Summer,2.5,No,Same-Day,No,Yes,1,PayPal,Daily
2103,50,Female,Jeans,Fashion,46,Miami,S,White,Summer,3.3,Yes,Express,Yes,Yes,4,UPI,Monthly
2104,55,Other,Jeans,Electronics,482,Phoenix,XL,Blue,Winter,1.7,No,Standard,Yes,Yes,19,Credit Card,Weekly
2105,59,Male,T-Shirt,Fashion,148,Miami,L,Red,Spring,3.5,Yes,Standard,No,Yes,14,Credit Card,Monthly
2106,49,Male,Backpack,Footwear,461,New York,L,White,Summer,4.4,No,Same-Day,No,No,11,UPI,Daily
2107,37,Male,Shoes,Fashion,444,Los Angeles,S,Red,Spring,2.7,No,Standard,No,Yes,8,Cash,Daily
2108,50,Female,Shoes,Footwear,347,Chicago,M,Green,Spring,3.0,Yes,Express,No,Yes,19,PayPal,Monthly
2109,29,Male,Sunglasses,Accessories,47,Miami,XXL,Yellow,Spring,4.5,No,Same-Day,No,Yes,17,Credit Card,Weekly
2110,33,Male,Shoes,Fashion,192,Phoenix,S,Red,Winter,3.2,Yes,Standard,Yes,Yes,5,PayPal,Weekly
2111,43,Other,Backpack,Fashion,486,Phoenix,S,Red,Spring,4.5,Yes,Express,No,Yes,14,Debit Card,Daily
2112,54,Other,Watch,Accessories,380,Los Angeles,M,White,Summer,2.4,Yes,Same-Day,Yes,Yes,9,UPI,Weekly
2113,29,Other,T-Shirt,Footwear,90,Houston,XL,White,Summer,4.5,Yes,Standard,Yes,Yes,19,Credit Card,Daily
2114,27,Female,Shoes,Fashion,62,Phoenix,XL,Blue,Summer,1.0,No,Standard,No,Yes,2,Credit Card,Daily
2115,54,Other,Backpack,Electronics,498,New York,XL,Black,Winter,2.2,No,Standard,No,Yes,10,Cash,Weekly
2116,50,Other,Sunglasses,Footwear,492,Phoenix,XL,Green,Spring,3.7,No,Standard,Yes,Yes,19,Credit Card,Daily
2117,39,Female,Backpack,Electronics,145,Los Angeles,M,Green,Winter,3.0,Yes,Express,Yes,No,0,PayPal,Monthly
2118,38,Male,Sunglasses,Electronics,488,New York,XXL,White,Summer,3.7,No,Standard,Yes,No,5,Cash,Daily
2119,46,Male,Jeans,Electronics,474,Los Angeles,XXL,Black,Winter,2.9,No,Express,Yes,No,12,Credit Card,Monthly
2120,50,Male,Watch,Fashion,53,New York,S,Blue,Winter,4.3,No,Standard,No,No,15,PayPal,Weekly
2121,68,Female,Sunglasses,Fashion,143,New York,XL,Yellow,Summer,2.2,Yes,Express,No,No,18,PayPal,Monthly
2122,63,Female,Jeans,Electronics,174,New York,XXL,Green,Spring,3.6,Yes,Express,No,No,5,Cash,Weekly
2123,50,Male,T-Shirt,Fashion,249,Miami,L,Green,Spring,2.6,Yes,Express,Yes,Yes,6,Credit Card,Daily
2124,28,Female,Backpack,Accessories,409,Chicago,L,Black,Autumn,3.1,No,Same-Day,No,Yes,6,Credit Card,Monthly
2125,39,Female,Shoes,Fashion,323,Seattle,S,White,Autumn,2.5,No,Standard,No,No,11,Debit Card,Weekly
2126,38,Other,Jeans,Electronics,257,Houston,M,Red,Spring,3.9,Yes,Express,No,No,12,PayPal,Daily
2127,30,Male,Backpack,Fashion,274,Phoenix,XXL,Black,Winter,2.1,No,Same-Day,No,No,19,UPI,Monthly
2128,19,Male,Jeans,Fashion,322,New York,S,Green,Autumn,4.3,No,Same-Day,Yes,Yes,15,PayPal,Daily
2129,55,Other,Sunglasses,Footwear,55,Phoenix,XXL,Black,Winter,2.5,No,Standard,No,Yes,16,Cash,Monthly
2130,32,Female,T-Shirt,Fashion,490,Chicago,XL,Red,Summer,3.0,Yes,Express,No,No,13,Credit Card,Weekly
2131,37,Other,Watch,Fashion,487,Phoenix,S,Red,Autumn,2.7,Yes,Same-Day,Yes,Yes,16,Cash,Weekly
2132,55,Male,Jeans,Footwear,239,Phoenix,S,Green,Spring,1.2,No,Standard,No,No,1,Credit Card,Monthly
2133,46,Other,T-Shirt,Accessories,327,New York,L,Blue,Summer,2.5,Yes,Express,Yes,No,14,UPI,Weekly
2134,56,Male,Jeans,Footwear,487,Phoenix,L,Yellow,Winter,4.7,Yes,Same-Day,Yes,Yes,15,Debit Card,Daily
2135,20,Other,Shoes,Electronics,415,Seattle,XXL,Green,Autumn,3.1,No,Express,Yes,No,12,UPI,Daily
2136,51,Other,Backpack,Accessories,109,Miami,XL,White,Spring,3.4,No,Standard,No,Yes,12,PayPal,Weekly
2137,22,Other,Backpack,Accessories,159,Chicago,S,Black,Spring,1.9,No,Express,No,Yes,9,Debit Card,Monthly
2138,49,Male,Watch,Accessories,139,Seattle,XXL,White,Summer,1.3,Yes,Standard,No,No,6,Debit Card,Monthly
2139,61,Other,Sunglasses,Electronics,368,Chicago,XL,White,Summer,3.4,No,Standard,Yes,No,16,Credit Card,Weekly
2140,44,Male,Sunglasses,Electronics,321,New York,XL,Blue,Spring,3.0,No,Same-Day,Yes,No,12,UPI,Daily
2141,45,Other,Backpack,Electronics,179,Seattle,XXL,Red,Autumn,1.7,Yes,Express,No,No,10,Cash,Daily
2142,35,Other,Jeans,Accessories,13,Seattle,S,White,Spring,2.1,No,Express,Yes,Yes,3,Debit Card,Weekly
2143,29,Female,Jeans,Footwear,277,Houston,XXL,Yellow,Winter,2.3,Yes,Standard,No,Yes,15,Credit Card,Daily
2144,32,Female,Shoes,Footwear,148,Chicago,S,Yellow,Spring,4.0,Yes,Same-Day,No,Yes,2,Credit Card,Weekly
2145,21,Other,Backpack,Electronics,99,Houston,L,White,Summer,3.9,No,Express,No,Yes,14,Cash,Monthly
2146,50,Female,Jacket,Accessories,150,Los Angeles,XXL,Black,Autumn,3.9,Yes,Standard,Yes,No,17,Credit Card,Daily
2147,27,Female,Backpack,Accessories,358,Miami,S,White,Winter,1.6,No,Same-Day,Yes,No,18,UPI,Weekly
2148,64,Other,Watch,Fashion,183,Seattle,XXL,Black,Winter,1.1,Yes,Standard,Yes,No,4,Credit Card,Monthly
2149,58,Female,T-Shirt,Fashion,433,Seattle,XL,Black,Spring,2.6,Yes,Same-Day,Yes,No,14,Credit Card,Daily
2150,18,Other,Sunglasses,Footwear,474,Chicago,XXL,Blue,Autumn,2.1,Yes,Express,No,No,9,UPI,Daily
2151,59,Female,T-Shirt,Electronics,13,Miami,XXL,Blue,Winter,2.1,No,Same-Day,Yes,No,1,UPI,Daily
2152,68,Male,Jeans,Footwear,419,Houston,M,Green,Autumn,1.3,Yes,Same-Day,Yes,No,8,PayPal,Monthly
2153,17,Female,Shoes,Electronics,221,Seattle,S,Red,Summer,2.1,No,Standard,No,Yes,7,UPI,Monthly
2154,35,Female,Backpack,Electronics,385,Seattle,M,Yellow,Summer,1.8,No,Standard,Yes,No,19,Cash,Monthly
2155,60,Male,Sunglasses,Accessories,313,Houston,S,Blue,Winter,4.4,No,Same-Day,No,Yes,3,UPI,Monthly
2156,50,Male,Jeans,Fashion,464,Phoenix,XXL,Red,Summer,1.7,Yes,Express,Yes,No,4,Debit Card,Weekly
2157,40,Female,Shoes,Accessories,423,Los Angeles,M,White,Spring,1.7,No,Express,Yes,Yes,15,Debit Card,Weekly
2158,36,Male,Jacket,Accessories,68,Chicago,M,Blue,Spring,4.8,No,Standard,Yes,Yes,11,PayPal,Weekly
2159,22,Male,Jeans,Fashion,31,Chicago,S,Black,Spring,4.7,Yes,Same-Day,Yes,No,10,Debit Card,Daily
2160,68,Other,T-Shirt,Fashion,305,Miami,L,Yellow,Winter,4.3,No,Express,Yes,Yes,16,PayPal,Weekly
2161,24,Male,Sunglasses,Footwear,36,Houston,S,White,Spring,2.4,Yes,Express,Yes,No,12,Credit Card,Weekly
2162,62,Other,Watch,Footwear,180,Phoenix,L,Red,Winter,1.9,Yes,Standard,No,Yes,16,Cash,Daily
2163,33,Female,Shoes,Accessories,272,New York,M,White,Summer,4.5,Yes,Express,No,Yes,1,PayPal,Daily
2164,30,Female,Jacket,Footwear,158,Phoenix,M,Red,Spring,1.9,No,Express,No,Yes,8,Cash,Monthly
2165,67,Female,Sunglasses,Fashion,249,Houston,S,Blue,Summer,2.2,Yes,Standard,Yes,No,4,Credit Card,Weekly
2166,48,Female,T-Shirt,Fashion,230,Chicago,L,Green,Autumn,4.1,No,Standard,Yes,No,4,Cash,Weekly
2167,16,Female,Backpack,Electronics,484,Houston,XL,Black,Spring,1.0,Yes,Same-Day,No,No,3,Cash,Daily
2168,43,Other,Watch,Fashion,444,Houston,M,Green,Summer,2.5,No,Same-Day,Yes,Yes,6,Credit Card,Weekly
2169,47,Female,Shoes,Footwear,246,Seattle,XL,Yellow,Spring,4.8,No,Standard,No,Yes,15,Credit Card,Monthly
2170,57,Female,T-Shirt,Electronics,90,Phoenix,L,Red,Autumn,1.0,No,Standard,No,Yes,3,PayPal,Monthly
2171,30,Female,T-Shirt,Electronics,45,Miami,XXL,Blue,Winter,2.9,No,Same-Day,No,No,18,Credit Card,Weekly
2172,32,Female,Shoes,Accessories,204,Houston,S,Red,Spring,3.7,No,Standard,No,Yes,1,Credit Card,Daily
2173,42,Other,Backpack,Fashion,332,Seattle,S,Red,Winter,1.8,No,Same-Day,Yes,Yes,3,UPI,Weekly
2174,42,Other,Shoes,Footwear,281,Houston,L,Black,Autumn,4.9,No,Same-Day,No,No,3,UPI,Weekly
2175,24,Male,T-Shirt,Electronics,29,Miami,XL,Red,Summer,4.2,Yes,Express,Yes,Yes,15,Cash,Weekly
2176,20,Female,Jeans,Footwear,129,Chicago,XXL,White,Spring,4.0,Yes,Express,No,Yes,2,UPI,Weekly
2177,32,Other,Sunglasses,Fashion,119,Los Angeles,S,White,Winter,2.2,No,Same-Day,Yes,No,0,PayPal,Daily
2178,48,Other,Jacket,Accessories,466,Phoenix,S,Yellow,Autumn,3.6,No,Same-Day,Yes,Yes,7,Credit Card,Weekly
2179,55,Female,Shoes,Fashion,43,Seattle,XL,Blue,Autumn,1.8,No,Standard,No,No,9,Debit Card,Daily
2180,47,Male,Sunglasses,Electronics,399,Seattle,S,Red,Summer,2.3,Yes,Standard,No,No,11,UPI,Daily
2181,16,Other,Shoes,Footwear,167,New York,XL,Green,Spring,3.2,Yes,Same-Day,No,No,15,Debit Card,Daily
2182,34,Male,Jacket,Accessories,461,New York,L,Red,Autumn,3.8,No,Express,Yes,Yes,16,Cash,Monthly
2183,49,Male,Watch,Fashion,273,Chicago,L,Blue,Autumn,2.7,No,Same-Day,Yes,Yes,14,Debit Card,Weekly
2184,16,Other,Shoes,Fashion,459,Seattle,XXL,Green,Winter,4.9,No,Standard,No,No,7,Credit Card,Monthly
2185,32,Female,Jacket,Fashion,473,Chicago,L,Red,Winter,1.6,Yes,Express,Yes,Yes,9,UPI,Daily
2186,48,Other,Watch,Accessories,127,Seattle,XL,Blue,Summer,3.2,No,Same-Day,No,Yes,3,Credit Card,Weekly
2187,65,Female,T-Shirt,Footwear,119,New York,S,White,Autumn,2.5,Yes,Express,Yes,Yes,5,PayPal,Monthly
2188,33,Male,Jeans,Fashion,478,Chicago,L,Black,Summer,3.8,Yes,Standard,No,Yes,0,PayPal,Monthly
2189,43,Female,Sunglasses,Footwear,227,Houston,M,Green,Spring,1.5,Yes,Express,Yes,Yes,16,UPI,Monthly
2190,29,Female,Sunglasses,Accessories,354,New York,M,Black,Summer,4.4,No,Standard,No,No,5,Credit Card,Daily
2191,28,Other,Shoes,Footwear,395,Miami,XL,Black,Winter,1.3,No,Same-Day,No,Yes,9,UPI,Monthly
2192,21,Other,Sunglasses,Accessories,180,Miami,M,White,Autumn,3.8,Yes,Standard,No,No,8,Credit Card,Weekly
2193,66,Other,Sunglasses,Footwear,344,Houston,L,Green,Spring,1.8,No,Same-Day,No,Yes,8,PayPal,Monthly
2194,56,Male,Sunglasses,Accessories,256,Phoenix,M,White,Autumn,2.2,No,Standard,No,No,7,Credit Card,Daily
2195,68,Female,Sunglasses,Electronics,171,Chicago,S,Yellow,Winter,2.6,No,Same-Day,Yes,Yes,8,Debit Card,Weekly
2196,34,Male,Shoes,Electronics,36,Miami,L,Green,Winter,3.7,No,Express,Yes,Yes,0,Cash,Monthly
2197,63,Male,Sunglasses,Electronics,79,Miami,XXL,Green,Autumn,3.4,Yes,Express,No,Yes,12,UPI,Daily
2198,34,Other,Backpack,Electronics,193,New York,L,White,Spring,1.2,No,Standard,Yes,Yes,16,Cash,Weekly
2199,20,Female,Jeans,Electronics,98,Miami,L,White,Autumn,3.8,No,Same-Day,Yes,Yes,15,PayPal,Monthly
2200,50,Male,T-Shirt,Fashion,355,Miami,XL,Red,Autumn,1.5,Yes,Same-Day,Yes,Yes,6,PayPal,Daily
2201,45,Female,Sunglasses,Accessories,493,Los Angeles,XL,Red,Autumn,3.1,No,Express,Yes,Yes,16,PayPal,Daily
2202,30,Female,Jacket,Fashion,83,Seattle,S,White,Spring,4.2,No,Express,Yes,Yes,16,Debit Card,Monthly
2203,45,Male,Jacket,Accessories,157,Chicago,S,Green,Winter,2.6,No,Express,No,No,16,Debit Card,Daily
2204,63,Other,T-Shirt,Electronics,446,Miami,XXL,Red,Spring,4.5,No,Same-Day,No,Yes,19,Credit Card,Monthly
2205,46,Other,Jeans,Electronics,216,Phoenix,XL,Blue,Summer,1.0,Yes,Express,Yes,Yes,15,Debit Card,Weekly
2206,24,Female,Jeans,Accessories,240,Chicago,XXL,Green,Winter,4.1,No,Same-Day,No,Yes,9,Credit Card,Daily
2207,33,Female,Jacket,Fashion,357,Miami,L,White,Spring,3.4,No,Express,No,Yes,15,Debit Card,Weekly
2208,17,Other,Shoes,Footwear,12,New York,S,Blue,Autumn,4.7,Yes,Express,Yes,No,10,Debit Card,Weekly
2209,18,Male,T-Shirt,Fashion,356,Seattle,L,Black,Autumn,4.7,No,Standard,Yes,Yes,6,Cash,Weekly
2210,16,Male,Backpack,Footwear,346,Houston,L,White,Winter,4.1,Yes,Express,No,Yes,4,Cash,Monthly
2211,36,Male,T-Shirt,Footwear,334,Chicago,XXL,Red,Winter,1.7,No,Express,Yes,Yes,6,UPI,Daily
2212,20,Male,Jacket,Fashion,420,Phoenix,L,Green,Autumn,4.2,Yes,Standard,No,No,2,PayPal,Daily
2213,58,Other,T-Shirt,Fashion,345,Chicago,M,Yellow,Winter,1.7,Yes,Standard,Yes,No,4,Credit Card,Daily
2214,25,Other,Jeans,Footwear,325,Houston,XXL,White,Spring,4.3,No,Standard,Yes,Yes,2,UPI,Daily
2215,27,Male,Shoes,Footwear,80,Chicago,XL,Red,Spring,3.1,Yes,Same-Day,No,Yes,0,Cash,Daily
2216,57,Male,Sunglasses,Fashion,147,Houston,XL,Yellow,Winter,4.5,Yes,Express,Yes,No,4,UPI,Weekly
2217,36,Male,T-Shirt,Electronics,113,Chicago,XXL,White,Summer,3.6,No,Express,No,Yes,12,Credit Card,Monthly
2218,44,Other,T-Shirt,Accessories,484,Phoenix,L,Green,Spring,4.6,No,Same-Day,Yes,No,1,Debit Card,Daily
2219,29,Male,Watch,Electronics,179,New York,L,Yellow,Summer,1.6,Yes,Standard,Yes,Yes,17,PayPal,Daily
2220,26,Male,Shoes,Electronics,260,New York,S,White,Spring,4.3,No,Express,No,Yes,2,PayPal,Daily
2221,68,Male,T-Shirt,Footwear,197,Seattle,M,Yellow,Autumn,3.8,Yes,Express,No,Yes,19,Credit Card,Monthly
2222,22,Male,Jeans,Footwear,326,Seattle,L,Blue,Spring,3.4,No,Same-Day,No,No,0,Credit Card,Weekly
2223,27,Female,Backpack,Footwear,278,Seattle,M,Green,Spring,2.7,No,Express,Yes,Yes,18,Cash,Daily
2224,41,Other,Shoes,Accessories,443,New York,XXL,White,Autumn,3.5,No,Standard,Yes,Yes,13,UPI,Weekly
2225,57,Male,T-Shirt,Footwear,185,Phoenix,L,Red,Spring,3.5,Yes,Same-Day,No,Yes,10,PayPal,Weekly
2226,64,Other,Watch,Fashion,431,Seattle,XXL,Black,Autumn,1.9,No,Standard,Yes,No,1,Debit Card,Daily
2227,33,Female,Sunglasses,Electronics,195,Chicago,L,White,Autumn,4.3,Yes,Standard,No,Yes,19,UPI,Monthly
2228,47,Female,Backpack,Electronics,409,New York,XXL,Yellow,Winter,1.3,Yes,Express,No,No,3,Cash,Weekly
2229,27,Other,Jeans,Electronics,492,New York,XXL,White,Autumn,2.0,Yes,Standard,No,Yes,18,Cash,Weekly
2230,44,Male,T-Shirt,Footwear,53,Houston,XXL,Blue,Spring,1.2,Yes,Standard,No,Yes,10,PayPal,Weekly
2231,65,Female,Jeans,Accessories,396,Seattle,S,Black,Spring,1.4,No,Standard,No,Yes,11,Credit Card,Weekly
2232,21,Female,T-Shirt,Fashion,259,Houston,S,Yellow,Autumn,3.5,No,Same-Day,Yes,Yes,15,Credit Card,Monthly
2233,51,Male,Jacket,Fashion,241,Chicago,L,Blue,Winter,4.3,No,Same-Day,Yes,Yes,3,Cash,Weekly
2234,59,Female,Jacket,Footwear,401,Chicago,M,White,Autumn,3.7,Yes,Express,Yes,Yes,12,Credit Card,Daily
2235,24,Other,Jacket,Accessories,221,Phoenix,M,Green,Spring,5.0,Yes,Standard,Yes,No,5,Credit Card,Monthly
2236,66,Female,Jeans,Electronics,262,Houston,L,Black,Spring,2.9,No,Standard,No,Yes,2,Cash,Daily
2237,28,Female,Jeans,Footwear,63,Chicago,M,Blue,Summer,4.0,Yes,Express,No,No,19,Debit Card,Monthly
2238,64,Male,Watch,Footwear,180,Chicago,M,Yellow,Summer,1.0,No,Express,Yes,Yes,11,Credit Card,Weekly
2239,65,Female,Jacket,Footwear,248,Chicago,L,Blue,Spring,4.0,Yes,Express,Yes,Yes,4,Credit Card,Daily
2240,50,Other,Sunglasses,Accessories,70,Houston,L,Blue,Autumn,1.2,Yes,Express,No,Yes,2,Credit Card,Daily
2241,17,Other,T-Shirt,Accessories,102,Miami,M,Red,Autumn,3.8,Yes,Same-Day,Yes,No,19,Cash,Daily
2242,20,Male,Shoes,Footwear,367,Phoenix,M,Green,Summer,3.4,Yes,Standard,No,Yes,12,Debit Card,Weekly
2243,65,Other,Jeans,Footwear,374,Miami,S,Black,Autumn,3.1,Yes,Same-Day,No,Yes,14,Cash,Weekly
2244,43,Female,Watch,Electronics,219,Houston,XL,White,Summer,2.4,Yes,Express,Yes,No,18,UPI,Monthly
2245,52,Other,T-Shirt,Electronics,265,Miami,M,Green,Autumn,1.2,Yes,Standard,Yes,No,9,PayPal,Weekly
2246,57,Male,Jacket,Electronics,54,Los Angeles,L,Green,Autumn,4.0,Yes,Same-Day,No,No,11,PayPal,Daily
2247,27,Other,Jacket,Footwear,242,Miami,S,White,Autumn,4.8,Yes,Same-Day,No,No,1,Credit Card,Daily
2248,46,Female,Watch,Footwear,385,Seattle,M,White,Summer,3.3,No,Same-Day,Yes,No,1,PayPal,Daily
2249,68,Other,Sunglasses,Electronics,336,Miami,M,White,Spring,1.8,Yes,Express,No,No,18,Cash,Weekly
2250,68,Female,T-Shirt,Accessories,284,New York,S,Green,Summer,2.5,No,Same-Day,Yes,No,1,UPI,Monthly
2251,44,Other,Watch,Accessories,246,Los Angeles,L,Red,Summer,4.6,No,Same-Day,No,No,15,UPI,Monthly
2252,29,Male,Jacket,Accessories,109,Chicago,M,Black,Spring,1.6,Yes,Same-Day,Yes,Yes,14,UPI,Monthly
2253,39,Other,Shoes,Fashion,369,Miami,XXL,White,Spring,4.9,No,Standard,Yes,No,8,Cash,Monthly
2254,50,Male,Jacket,Footwear,350,Los Angeles,S,Green,Autumn,4.5,No,Express,Yes,No,0,Debit Card,Weekly
2255,31,Other,Jeans,Accessories,228,Houston,XL,White,Autumn,1.0,No,Same-Day,Yes,Yes,18,Debit Card,Daily
2256,36,Female,Shoes,Footwear,342,Seattle,S,Black,Autumn,3.0,No,Same-Day,Yes,Yes,17,PayPal,Weekly
2257,20,Female,Watch,Footwear,415,New York,XXL,Blue,Summer,1.9,Yes,Same-Day,Yes,Yes,3,Cash,Weekly
2258,34,Male,Shoes,Fashion,112,Phoenix,M,Red,Winter,4.6,Yes,Same-Day,Yes,Yes,18,Cash,Daily
2259,68,Female,Jacket,Electronics,489,New York,S,White,Autumn,3.0,Yes,Express,No,Yes,18,PayPal,Monthly
2260,58,Female,Jacket,Electronics,196,Seattle,XL,Green,Autumn,4.1,No,Same-Day,Yes,No,9,UPI,Daily
2261,58,Female,Backpack,Accessories,226,Chicago,XL,Yellow,Autumn,2.4,No,Express,No,No,14,Cash,Daily
2262,61,Male,Sunglasses,Accessories,106,Chicago,XXL,Yellow,Summer,4.7,Yes,Same-Day,No,No,18,Cash,Weekly
2263,56,Other,Backpack,Fashion,479,Seattle,M,Green,Autumn,4.9,Yes,Express,No,Yes,16,Debit Card,Monthly
2264,56,Male,Jeans,Electronics,243,Los Angeles,XL,Green,Autumn,2.7,Yes,Same-Day,No,Yes,11,Debit Card,Monthly
2265,24,Other,Shoes,Electronics,195,Houston,M,Blue,Summer,4.6,No,Standard,No,Yes,13,UPI,Weekly
2266,62,Male,Watch,Accessories,269,Chicago,M,Red,Summer,2.0,No,Same-Day,No,Yes,18,PayPal,Weekly
2267,40,Male,Backpack,Fashion,268,Los Angeles,M,Blue,Summer,2.4,No,Standard,No,No,7,UPI,Monthly
2268,38,Female,Watch,Electronics,208,Miami,XXL,White,Summer,1.4,Yes,Same-Day,Yes,No,14,UPI,Daily
2269,30,Female,T-Shirt,Accessories,491,New York,M,Green,Winter,3.8,No,Same-Day,No,No,1,PayPal,Daily
2270,34,Other,Backpack,Footwear,204,Los Angeles,XXL,Blue,Summer,4.5,Yes,Standard,Yes,No,15,PayPal,Monthly
2271,25,Male,Shoes,Footwear,329,Chicago,XL,Black,Summer,3.9,No,Same-Day,Yes,Yes,13,UPI,Daily
2272,56,Female,Jacket,Fashion,230,Miami,L,Black,Autumn,1.7,No,Same-Day,Yes,No,0,Credit Card,Weekly
2273,17,Female,T-Shirt,Electronics,39,Phoenix,XL,Yellow,Winter,3.2,Yes,Express,Yes,No,11,Credit Card,Daily
2274,55,Other,Jacket,Footwear,251,New York,S,Yellow,Summer,3.1,No,Express,Yes,Yes,10,Debit Card,Weekly
2275,43,Male,Jeans,Fashion,169,Seattle,XXL,Red,Spring,4.8,Yes,Same-Day,No,No,1,Debit Card,Daily
2276,27,Other,Jeans,Electronics,350,Phoenix,S,Green,Spring,1.1,Yes,Same-Day,Yes,Yes,4,Debit Card,Daily
2277,32,Female,Backpack,Accessories,312,New York,XL,Black,Summer,3.3,No,Same-Day,No,Yes,19,Debit Card,Daily
2278,55,Female,Jeans,Accessories,488,Phoenix,XL,White,Autumn,1.1,Yes,Express,No,No,19,UPI,Monthly
2279,53,Male,T-Shirt,Electronics,169,Miami,XL,Green,Winter,3.0,No,Express,Yes,No,16,UPI,Daily
2280,54,Male,T-Shirt,Accessories,289,Miami,L,Black,Spring,5.0,Yes,Standard,Yes,No,14,Credit Card,Weekly
2281,52,Other,Backpack,Electronics,78,New York,M,Green,Spring,3.8,Yes,Express,No,Yes,5,Debit Card,Monthly
2282,68,Other,Jeans,Footwear,224,New York,XL,Green,Winter,1.7,Yes,Standard,Yes,No,16,Cash,Weekly
2283,27,Male,Jeans,Fashion,28,Seattle,S,Yellow,Autumn,4.1,No,Standard,No,No,9,Debit Card,Monthly
2284,39,Other,Shoes,Accessories,60,Miami,M,Green,Autumn,3.8,Yes,Express,No,Yes,11,Debit Card,Daily
2285,46,Other,Backpack,Footwear,209,Houston,L,Blue,Summer,1.7,Yes,Express,No,Yes,8,Cash,Daily
2286,49,Male,Shoes,Footwear,261,Los Angeles,L,White,Spring,3.6,No,Standard,No,No,4,Debit Card,Daily
2287,69,Female,T-Shirt,Accessories,138,Miami,XXL,Blue,Winter,4.1,Yes,Same-Day,No,Yes,18,Debit Card,Weekly
2288,21,Other,Backpack,Accessories,453,Houston,S,Yellow,Summer,4.0,Yes,Standard,No,No,14,UPI,Daily
2289,57,Female,Jeans,Electronics,302,Houston,L,Black,Summer,4.1,Yes,Express,No,No,19,Debit Card,Weekly
2290,46,Female,Sunglasses,Footwear,266,Phoenix,XXL,Red,Autumn,2.9,No,Same-Day,Yes,No,2,UPI,Weekly
2291,60,Male,Jeans,Accessories,263,New York,L,Blue,Summer,1.3,No,Standard,No,Yes,18,Credit Card,Daily
2292,51,Female,Watch,Fashion,317,Seattle,XXL,Red,Spring,1.0,No,Express,Yes,Yes,18,Credit Card,Weekly
2293,37,Male,Shoes,Accessories,246,Chicago,M,Blue,Summer,4.4,Yes,Standard,Yes,No,12,PayPal,Monthly
2294,27,Other,Jacket,Electronics,247,Phoenix,XL,Green,Autumn,2.0,No,Express,No,No,9,Cash,Weekly
2295,46,Male,T-Shirt,Electronics,307,New York,M,Red,Winter,4.5,No,Same-Day,Yes,Yes,17,Credit Card,Weekly
2296,43,Female,T-Shirt,Electronics,346,New York,M,Green,Winter,4.5,No,Standard,Yes,No,2,PayPal,Monthly
2297,24,Other,Jeans,Fashion,492,Los Angeles,XL,Yellow,Winter,3.2,Yes,Standard,Yes,No,19,UPI,Weekly
2298,56,Male,Watch,Footwear,305,Los Angeles,S,Red,Autumn,3.5,Yes,Same-Day,No,No,7,Debit Card,Monthly
2299,60,Male,Jacket,Fashion,297,Miami,XXL,Yellow,Summer,1.9,Yes,Standard,No,Yes,11,Credit Card,Weekly
2300,33,Male,Sunglasses,Accessories,452,Houston,XL,White,Winter,2.2,Yes,Same-Day,Yes,Yes,13,UPI,Weekly
2301,56,Female,Jeans,Electronics,127,Phoenix,XXL,Black,Autumn,2.6,Yes,Express,Yes,Yes,16,Cash,Weekly
2302,34,Female,Shoes,Electronics,422,Seattle,M,Black,Summer,1.9,No,Same-Day,No,No,5,Credit Card,Daily
2303,23,Female,T-Shirt,Footwear,465,Houston,XXL,Black,Spring,4.7,Yes,Express,Yes,No,9,Cash,Daily
2304,16,Male,Sunglasses,Accessories,451,Miami,L,Green,Autumn,4.8,No,Express,Yes,Yes,7,Debit Card,Weekly
2305,52,Other,Jacket,Accessories,348,Phoenix,XXL,White,Spring,2.3,Yes,Same-Day,Yes,Yes,17,Credit Card,Weekly
2306,37,Other,Watch,Electronics,303,Chicago,XL,Green,Summer,4.2,Yes,Standard,Yes,No,8,Cash,Weekly
2307,57,Male,Watch,Footwear,328,Phoenix,XL,White,Autumn,3.4,No,Express,Yes,Yes,8,UPI,Monthly
2308,57,Other,Backpack,Footwear,352,New York,M,Yellow,Spring,4.1,No,Express,Yes,No,3,PayPal,Monthly
2309,56,Male,Backpack,Electronics,118,Seattle,XL,Blue,Winter,4.0,No,Standard,No,No,16,Cash,Monthly
2310,49,Male,Jeans,Accessories,149,Chicago,L,Blue,Spring,3.0,Yes,Standard,Yes,Yes,10,PayPal,Daily
